sentence,brand_name,info,index,content,total,thank_you
gio Ra : 20/10/2014 4103106 A,0,1,0,0,0,0
"4 x 90,000,000 360,000,000",0,0,0,1,0,0
"2.x 1,000,000 2,000,000",0,0,0,1,0,0
"3 x 10,000,000 30,000,000",0,0,0,1,0,0
COCACOLA,0,0,0,1,0,0
"20 .x 100,000 2,000,000",0,0,0,1,0,0
HOA OUA,0,1,0,0,0,0
"3x 2,000,000 6,000,000",0,0,0,1,0,0
"m,CỘNG 400,000,000",0,0,0,1,0,0
"KHACH TRA 400,000,000",0,0,0,0,1,0
"VND: 400,000,000",0,0,0,1,0,0
CAM ON QUÝ KHAGH,0,0,0,0,0,1
Coffee Kem Sen Trang,1,0,0,0,0,0
Đường Sá 2 - KDC 1385 - TT. Bên Lư,0,1,0,0,0,0
HÓA ĐƠN THANH TOÁN,0,1,0,0,0,0
Ngày 13/09/2017 Giờ  12:24:54,0,1,0,0,0,0
BAN: A1.,0,1,0,0,0,0
TÊN HÀNG SL ĐGIÁ T.TIỀN,0,0,1,0,0,0
"Yaourt Nha Dam 1 25,000 25,000",0,0,0,1,0,0
"Chanh Dây 4 20,000 20,000",0,0,0,1,0,0
"Kem Socola 1 22,000 22,000",0,0,0,1,0,0
"Kem Vanila 1 22,000 22,000",0,0,0,1,0,0
"Kem Sầu Riêng 1 22,000 22,000",0,0,0,1,0,0
"Kem Dừa 1 22,000 22,000",0,0,0,1,0,0
"Nước Ép Ổi 1 28,000 28,000",0,0,0,0,1,0
"Nước Ép Thơm 1 28,000 28,000",0,0,0,1,0,0
"T.CONG 8 489,000",0,0,0,0,1,0
"GIAM % HB (-20%) -37,800",0,0,0,0,1,0
"TIEN MAT 151,200",0,0,0,0,1,0
Một trăm năm mươi mốt ngàn hai trăm,0,0,0,0,1,0
BOON SENG PAPER SDN BHD (1248717-W),1,0,0,0,0,0
"12, JALAN BUNGA TANJUNG,",1,0,0,0,0,0
"2/16 SEKSYEN 2,",1,0,0,0,0,0
"40000 SHAH ALAM, SELANGOR",1,0,0,0,0,0
Tel :03-55190823 Fax: 03-55190823,0,1,0,0,0,0
GST ID : 001005957120,0,1,0,0,0,0
Tax Invoice,0,1,0,0,0,0
Qw RM Tax,0,0,1,0,0,0
‘TAPE @ 2:50 12 30.00 SR,0,0,0,0,1,0
'Total Amtlncl.GST @ 6%: 31.80,0,0,0,0,1,0
Rounding Adjustment: 0:00',0,0,0,0,1,0
Total Amt Payable : 31.80,0,0,0,0,1,0
Paid Amount: 31.80,0,0,0,1,0,0
Change: 0.00,0,0,0,0,1,0
Total Qty Tender : 12,0,1,0,0,0,0
Tol... 80000 1 BO,0,0,0,1,0,0
THANK YOU,0,0,0,0,0,1
Goods Sold areinot'returnable,0,0,0,0,0,1
19/03/2018 1:01:43PM,0,1,0,0,0,0
AZTEEN,1,0,0,0,0,0
Tran Hung Bao - TT.Nam Sách - T.Hai Dương.,0,1,0,0,0,0
Hotline: 0127.883.6789,0,1,0,0,0,0
HÓA ĐƠN THANH TOÁN,0,1,0,0,0,0
Ngày: 26/01⁄2018 Giờ: 11:40:19,0,1,0,0,0,0
BAN #,0,1,0,0,0,0
TÊN HÀNG. SL ĐGIÁ T.TIEN,0,0,1,0,0,0
"Trả sữa trà xanh. 1 19,000 19,000",0,0,0,1,0,0
"Pudding trứng 1 5,000 5,000",0,0,0,1,0,0
"Thạch trái cây 1 5000 5,000",0,0,0,1,0,0
"Trà sữa khoai môn 1 19,000 19,000",0,0,0,1,0,0
"Thach trái cay 1 5,000  5,000",0,0,0,1,0,0
"Thạch 3Q 1 5,000 5,000",0,0,0,1,0,0
"T.CỘNG 5 58,000",0,0,0,0,1,0
"Tiên mặt 58,000",0,0,0,0,1,0
"Khách đưa 100,000.",0,0,0,0,1,0
"Trả lại 42,000",0,0,0,0,1,0
XIN CẢM ƠN - HEN GAP LAI!,0,0,0,0,0,1
Pass wifi: 88888888,0,1,0,0,0,0
** BAN SAO HOA DON ****,0,1,0,0,0,0
925/15 Âu Cơ -P. Tân Sơn Nhì - Q.Tan,0,1,0,0,0,0
Phú - 08 6684 1111,0,1,0,0,0,0
Phiếu Thanh Toán,0,1,0,0,0,0
Khách hàng: Nguyễn Văn A -,0,1,0,0,0,0
Số PTT: 00000066 Ngày: 13/01/15 - 11720,0,1,0,0,0,0
Ca: 1 - Thu ngan: cashier,0,1,0,0,0,0
Măt hàng SL. Dongid Thanh tien,0,0,1,0,0,0
"nhan bo oil{ 4x 35,000 (10%) 31/500",0,0,0,1,0,0
"nhan buom oil1 2x 35,000 (10%) 63,000",0,0,0,1,0,0
"nhẫn hoa oil nấm 1x 55,000 (10%) 49,500",0,0,0,1,0,0
"nhãn nơ đai 1x 55,000-- (10%) 49,500",0,0,0,1,0,0
"nhẫn rưa me cừng 2x 50,000 (10%) 90,00U",0,0,0,1,0,0
con:,0,1,0,0,0,0
"nhấn sao oil 4x 40,000 (10%) 26,000",0,0,0,1,0,0
"Số lương:& tiền: 8 3 319,500",0,0,0,0,1,0
"Tiền khách trả: 319,500",0,0,0,0,1,0
Tiền thừa: 0,0,0,0,0,1,0
RESTORAN WAN SHENG,1,0,0,0,0,0
002043319-W,0,1,0,0,0,0
"Na.2, Jalan Temenggung 19/8,",0,1,0,0,0,0
"Saksyen 9, Bandar Mahkota Cheras,",0,1,0,0,0,0
"43200 Pheras, Se]angor",0,1,0,0,0,0
GST REG NO: 001335787520,0,1,0,0,0,0
Tax Invoice,0,1,0,0,0,0
INV No.: 1203856 Cashier: Nicole,0,1,0,0,0,0
Date +: 21-06-2018 16:54:22,0,1,0,0,0,0
Description Qty U.price Total TAX,0,0,1,0,0,0
Teh (Bì,0,0,0,1,0,0
"1x 2.16 2,10 ZRL",0,0,0,1,0,0
Chan (B),0,0,0,1,0,0
"1X 2.10 2,10 ZRL",0,0,0,1,0,0
Take Away,0,0,0,1,0,0
"2% 0,20 0.40 7RỊ.",0,0,0,1,0,0
Total OTY: 4,0,0,0,0,1,0
"Total (Excluding GST): 4,60",0,0,0,0,1,0
"|. Total (Inclusive of GST); 4,60",0,0,0,0,1,0
TOTAL: 4.60,0,0,0,0,1,0
"| CASH : 4,80",0,0,0,0,1,0
| GST Summary Amount(RM) — Tax(RM),0,0,1,0,0,0
L/jRU (W0) 4680 0.00,0,0,0,1,0,0
Hoa don,0,1,0,0,0,0
BTENVENUE A L'ESSENTIEL,1,0,0,0,0,0
2016-05-05 19:01 No:0003 01-Cashier,0,1,0,0,0,0
Ten menu Don gia So luong Tien,0,0,1,0,0,0
"S1 Duck salad 150,000 1 150,000",0,0,0,1,0,0
"V{.Rib-eve steahk 380,000 1 590,906",0,0,0,1,0,0
"D2.(remeBrulae 100,000 1 160,000",0,0,0,1,0,0
"Barsalou 12.5cl 95,000. 1 95,000",0,0,0,1,0,0
"Tien ban 735,000",0,0,0,0,1,0
"Ten khong thue 735,000",0,0,0,0,1,0
"Tien dich vu 36,000",0,0,0,0,1,0
Tong Cong 711.000,0,0,0,0,1,0
"Tien 771,000",0,0,0,0,1,0
MERCI!,0,0,0,0,0,1
ARENT OT,0,0,0,0,0,1
Ran so ' 8B.,0,1,0,0,0,0
POPULAR BOOK,1,0,0,0,0,0
CO. (M) SDN BHD,1,0,0,0,0,0
(Co. No. I13825-W),0,1,0,0,0,0
(GST Reg No. 001492992000),0,1,0,0,0,0
"No 8, Jalan 771188, Desa Tun lazak",0,1,0,0,0,0
"56000 Kuala Lumpur, Malaysia",0,1,0,0,0,0
EMPIRE SHOPPING GALLERY,1,0,0,0,0,0
Tel : 03-56319320,0,1,0,0,0,0
(05/03/18 15:02 Slip No.: 1010104759,0,1,0,0,0,0
Li Fong Trans: 104610,0,0,0,1,0,0
Member Card No: 1001016668849,0,1,0,0,0,0
Card Expiry: 31/05/18,0,1,0,0,0,0
2pc ® 5.50 11.00 T,0,0,0,1,0,0
Member Discount “1.10,0,1,0,0,0,0
Total RM fncl. of GST 9.90,0,0,0,0,1,0
Cash ~20.00,0,0,0,0,1,0
CHANGE 10.10,0,0,0,0,1,0
Item Count Š : độ,0,0,0,0,1,0
GST) Summary Amount (RM)  Tax (RM},0,1,0,0,0,0
T @ 6% 9.34 0.56,0,0,0,0,1,0
"Total Savings -1,.10:",0,0,0,0,1,0
BE A POPULAR CARD MEMBER,0,1,0,0,0,0
THANK YOU. PLEASE COME AGAIN.,0,0,0,0,0,1
"M4-A-B, JALAN PANDAH INDAH 4/1A,",0,1,0,0,0,0
"PANDAH INDAH, 55100 KUALA LUMPUR.",0,1,0,0,0,0
TEL:012-2673122 / 010-2022283,0,1,0,0,0,0
GUEST CHECK,0,1,0,0,0,0
Table 6,0,1,0,0,0,0
Check #: 113355 Pax(s): 0,0,1,0,0,0,0
Date ; 30-04-2018 18:50:14,0,1,0,0,0,0
Server : CASHIER,0,1,0,0,0,0
KUO POH (C) (2 PAX) 6.00,0,0,0,0,1,0
2T EA EXTRA PERSON (1 PAX) 2.00,0,0,0,1,0,0
"TONG HOU 10,00",0,0,0,1,0,0
"MUTTAN SLICE 15,00",0,0,0,1,0,0
SOUP 0.00,0,0,0,0,1,0
"T0M YUM 0,00",0,0,0,1,0,0
| 3 NO. OF HEAD (2 SET ABOVE) 60.00,0,0,0,1,0,0
| Subtotal : 93.00,0,0,0,0,1,0
| TOTAL: 93.00,0,0,0,0,1,0
HOW MWA HARDWARE TRADING,1,0,0,0,0,0
Company Reg. Na. ; 00105513934X,0,1,0,0,0,0
"NO 37, JALAN MANIS 7, TAMAN SEGAR,",0,1,0,0,0,0
"56100 CHERAS, KUALA LUMPUR.",0,1,0,0,0,0
+604-3140 2674,0,1,0,0,0,0
GST Reg : 001125220352,0,1,0,0,0,0
TAX INVOICE,0,1,0,0,0,0
CB: 87870 21/09/2017 10:20:37 AM,0,1,0,0,0,0
Cashier cash1+.,0,1,0,0,0,0
"0. 3/4"" ALUMINIUM ROD 6.00 5.40 SR",0,0,0,1,0,0
5 PVO WALLPLUG 100 5.00 Sl\,0,0,0,1,0,0
5.9 Type: 2 Total 10.40,0,0,0,0,1,0
Discount: 0.00,0,0,0,0,1,0
Rounding Adj 0.00,0,0,0,0,1,0
CASH 40.40,0,1,0,0,0,0
GST Surnrrrary,0,0,0,0,1,0
SR SR 981 £049 1040,0,1,0,0,0,0
Total 981 0.59 40.40,0,0,0,0,1,0
Thank you | & Please come again II,0,0,0,0,0,1
Goods sald are nol returnable for refund or exchange II,0,0,0,0,0,1
Tao QUẦN NHẬU BÌNH DẪN 120,0,1,0,0,0,0
Uỳnh Tấn Phát - Hai Chấu - Địi Nông,0,1,0,0,0,0
PHIẾU THANH TOÁN,0,1,0,0,0,0
Sð phiếu: g2aa _,0,1,0,0,0,0
Tiger nau ˆ,0,0,0,1,0,0
Bánh trắng,0,0,0,1,0,0
30000.0 9.0,0,0,0,0,1,0
"_ 60,008. 60.000",0,0,0,1,0,0
"35,000 35.000",0,0,0,0,1,0
-Hẽn xảo.,0,0,0,1,0,0
"_Ò 12000 12,000",0,0,0,0,1,0
„„j5/000 _ _ 15.000,0,0,0,1,0,0
"""BĂp non xảo ˆ",0,0,0,0,1,0
tr __ 15.000.,0,0,0,1,0,0
"""Nưäc ngọt chal",0,0,0,1,0,0
_ 16.000.,0,0,0,0,1,0
“Nưếc suối.,0,0,0,1,0,0
TA —_ 8/000.,0,0,0,1,0,0
"""TT sụn Gà chiên mạm  ~",0,0,0,1,0,0
"----35,000",0,0,0,0,1,0
Thanh toán. F,0,0,0,0,1,0
(Cam on và Vi Suý khách,0,0,0,0,0,1
RESTORAN WAN SHENG,1,0,0,0,0,0
002043319-W,0,1,0,0,0,0
"No.2, Jalan Temenggung 19/9,",0,1,0,0,0,0
"Seksyen 9, Bandar Mahkota Cheras,",0,1,0,0,0,0
"43200 Cheras, Selangor",0,1,0,0,0,0
GST REG NO: 001335787520,0,1,0,0,0,0
Tax Invoice,0,1,0,0,0,0
INV Ho.: 1169924 Cashier: Thandar,0,1,0,0,0,0
fate  : 01-08-2018 14:20:08,0,1,0,0,0,0
Oescription Qty  U.price Total TAX,0,0,1,0,0,0
Teh (Bì,0,0,0,1,0,0
2% 2.20 4.40 7RL,0,0,0,1,0,0
Take Away,0,0,0,1,0,0
2x 0.20 0.40 ZRL,0,0,0,0,1,0
Total Gfy: 4,0,0,0,0,1,0
Total (Excluding GST): 4.80,0,0,0,1,0,0
"Total -(Inelusive of GST): 4,80",0,0,0,1,0,0
TOTAL: 4.80,0,0,0,1,0,0
"CASH : 4,80",0,0,0,0,1,0
65T 8utinary Anlount(RM)  Tax(RM}),0,0,1,0,0,0
HH (@ 0%) 4.80 0.00,0,0,0,1,0,0
LIKE CAFE,1,0,0,0,0,0
"Số 10 Khúc Hạo, Ba Đình, Hà Nội",0,1,0,0,0,0
HOA ĐƠN THANH TOÁN.,0,1,0,0,0,0
Bàn01 ` 19/01/2014 8:49:59H ˆ,0,1,0,0,0,0
STT Thực đơn ĐVT Đơn Giá SL Thành Tiền,0,0,1,0,0,0
Bạc sửu 1 cốc 100.000 1 100.000,0,0,0,1,0,0
Cà phê nâu* 1 cốc 100.000 1 100.000,0,0,0,1,0,0
Hướng dường (cuối tuần) Đĩa 55.000 1 55.000,0,0,0,1,0,0
Sữa tươi 1 cốc 100.000 1 100.000,0,0,0,1,0,0
Trà bạc hà 1 cốc 95.000 1 95.000,0,0,0,1,0,0
Vinntaba Chai 90.000 1 90.000,0,0,0,1,0,0
Tiền hàng,0,0,0,0,1,0
540.000,0,0,0,0,1,0
Giảm gìá; - 0%,0,0,0,0,1,0
Tổng trên thanh toán::,0,0,0,0,1,0
540.000đ,0,0,0,0,1,0
Xin chân thành cám ơn quý khách! Hẹn gặp lại!,0,0,0,0,0,1
QUAN AN THIEN TÂN |,1,0,0,0,0,0
17-19 TON DAN F13Q4 TPHCM,0,1,0,0,0,0
DT: 9407863-8259956,0,1,0,0,0,0
REG 13-11-2011 20:54,0,1,0,0,0,0
CA 1 MC #01 00098/,0,1,0,0,0,0
BANSO: 47,0,1,0,0,0,0
"1 BUN SING 42,000",0,0,0,1,0,0
"MI GION X CHAY 37,000",0,0,0,1,0,0
"2 MI X GION N 80, 000",0,0,0,1,0,0
"4 COM BAT BUU 172, 00U",0,0,0,1,0,0
"SUON CHIEN KDO 65,000",0,0,0,1,0,0
"HU TIEU N 40, 000",0,0,0,1,0,0
"TOM LAN BOT 65,000",0,0,0,1,0,0
"2 PEFSI 16,000",0,0,0,1,0,0
"10 TRA DA 20, O00",0,0,0,1,0,0
TIEN MAT,0,0,0,0,1,0
CAM ON QUY KHACH,0,0,0,0,0,1
HEN GAP LAI!,0,0,0,0,0,1
ONE ONE THREE SEAFOOD RESTAURANT SDN BHD,1,0,0,0,0,0
"NO.1, TaMAN SRI DENGKIL, JALAN AIR HITAM",0,1,0,0,0,0
"43800 DENGKIL, SELANGDR.",0,1,0,0,0,0
(ST Reg. No : 000670224384),0,1,0,0,0,0
Tax Invoice,0,1,0,0,0,0
Table 23.,0,1,0,0,0,0
8i11# -V001-541021 0rder#; 141128,0,1,0,0,0,0
Date  : 23-06-2018 20:52:18,0,1,0,0,0,0
Cashier: 113 CASHIER Pax(s): 0,0,1,0,0,0,0
Qty  Description Total TAX,0,0,1,0,0,0
D 30.00 SR,0,0,0,1,0,0
Van Tten,0,0,0,1,0,0
D 30.00 §R,0,0,0,1,0,0
S.Soup lala Item (XL),0,0,0,1,0,0
D 77.00 SR,0,0,0,1,0,0
Fish Item,0,0,0,1,0,0
15.00 SR,0,0,0,0,1,0
Omellete Item,0,0,0,1,0,0
D 7.50 SR,0,0,0,1,0,0
white Rice,0,0,0,1,0,0
D 15.00 SR,0,0,0,0,1,0
Vege Item (M),0,0,0,1,0,0
D 6.00 SR,0,0,0,1,0,0
Beverage,0,0,0,1,0,0
Total (Excluding GST): 179.50,0,0,0,0,1,0
Total (inclusive of GST): 179.50,0,0,0,0,1,0
TOTAL: 179.50,0,0,0,0,1,0
Closed: 1 23-06-2010 21:29:23,0,1,0,0,0,0
Server: 113 CASHIER,0,1,0,0,0,0
"CASH : 179,50",0,1,0,0,0,0
GST Sumaary Amount(RM)  Tax(RM),0,1,0,0,0,0
§E (60%) 17950 0.00,0,0,0,1,0,0
t+ Thank You ##‡*,0,0,0,0,0,1
Please Come Again,0,0,0,0,0,1
RESTORAN WAN SHENG,1,0,0,0,0,0
002043319-W,0,1,0,0,0,0
"No.2, Jalan Temenggung 19/9,",0,1,0,0,0,0
"Seksyen 9, Bandar Mahkota Cheras,",0,1,0,0,0,0
"43200 Cheras, Selangor",0,1,0,0,0,0
GST REG NO: 001335787520,0,1,0,0,0,0
Tax Invoice,0,1,0,0,0,0
INV No.: 1216991 Cashier: Nicole,0,1,0,0,0,0
Date : 29-06-2018 16:13:05,0,1,0,0,0,0
Description Qty  U.price Tota? TAX,0,1,0,0,0,0
Kopi 0 (ñ),0,0,0,1,0,0
"1x 2,00 2.00 ZRL",0,0,0,1,0,0
Pham (Rì,0,0,0,1,0,0
1x 2.10 2.10 ZRI.,0,0,0,1,0,0
Nescafe (B),0,0,0,1,0,0
"1x 2,50 2,b0 7RL",0,0,0,1,0,0
Take Auavw,0,0,0,1,0,0
"3x 0,20 0.80 7RL",0,0,0,1,0,0
Total QTY: 6,0,0,0,0,1,0
Yotal (Excluding GST): 7.20,0,0,0,0,1,0
Total (Inclusive of GST); 7.20,0,0,0,0,1,0
TOTAL : 7.20,0,0,0,0,1,0
CASH 3 7.20,0,0,0,0,1,0
GST Summary — — Amount(RM) Tax(RM),0,0,1,0,0,0
JRLU .. (0. - 720 0.00,0,0,0,1,0,0
883A ÂU CƠ-P. TÂN THÀNH-Q TAN PHO,0,0,1,0,0,0
Tel’ 08 6 269 3597,0,0,0,0,1,0
HÓA ĐƠN THANH TOÁN,0,1,0,0,0,0
Ngày vào 23112015 Gi@ vào: 124727,0,1,0,0,0,0
Ngày: — 23/12015 Giờ 1424727,0,1,0,0,0,0
Ban: TRET1,0,1,0,0,0,0
CA PHÉ SỮA ĐÁ 20 35000 70000,0,0,0,1,0,0
CA PHE ĐEN 1.0 25.000 25.000,0,0,0,1,0,0
T.CONG 3.0 95.000,0,0,0,0,1,0
"TIÊN MẶT 95,000",0,0,0,0,1,0
Chin muoi lim ngan dong /.,0,0,0,0,1,0
XIN CAM ON- HEN GAP LAI,0,0,0,0,0,1
HOTLINE: 0984.087.24,0,1,0,0,0,0
PUDADAC,1,0,0,0,0,0
A19 - Home Clly- Trung Kinh- Câu Giáy - HN,0,1,0,0,0,0
904.0 926.0 577.0,0,1,0,0,0,0
HÓA ĐƠN THANH TOÁN,0,1,0,0,0,0
HĐ: 0006,0,1,0,0,0,0
Ngày: 18/06/2017 Giờ: 13:40:24,0,1,0,0,0,0
Thu ngân: Người quản trị,0,1,0,0,0,0
TEN HANG SL ĐG T.TIỀN,0,0,1,0,0,0
THỨC ĂN,0,0,0,1,0,0
"Gà rán sốt xì dầu 1.0 260,000 260,000",0,0,0,1,0,0
"Gà rán sắt tỏi 4.0 260,000 260,000",0,0,0,1,0,0
"Cơm cuộn cá ngừ 1.0 60,000 60,000",0,0,0,1,0,0
THỨC UỐNG,0,0,1,0,0,0
"Nước ép chanh dây: 1.0 45,000 45,000",0,0,0,1,0,0
"Nước áp cả rốt+ cà 1.0 60,000 50,000",0,0,0,1,0,0
"T.CONG 5.0 676,000",0,0,0,0,1,0
"TIÊN MẠT 675,000",0,0,0,0,1,0
"Sáu trăm bảy mươi lăm ngàn đồng,/.",0,0,0,0,1,0
"KHÁCH ĐƯA 700,000",0,0,0,0,1,0
"TRẢ LẠI 25,000",0,0,0,0,1,0
XIN CAM ON - HEN GAP LAI,0,0,0,0,0,1
**“** BẠN SAO HOA DON **,0,0,0,0,0,1
FISH FARM THA! RESTAURANT,1,0,0,0,0,0
Veg Fish Farm Thai Restaurant S/B,0,1,0,0,0,0
mp. Re3. Ne. 926627-V,0,1,0,0,0,0
"KM 4, Jin Ampang, Hulu Langat,",0,1,0,0,0,0
"G8000 Amapny, Selangor.",0,1,0,0,0,0
(601 2-2€0 6493 or +6012-286 8193,0,1,0,0,0,0
“TAX INVOICE***,0,1,0,0,0,0
GST Reg. No.: 0008 3385 3536,0,1,0,0,0,0
(DUFLICATED),0,1,0,0,0,0
"Hat CLOSE on , BỤẾA 2018 náo sz",0,1,0,0,0,0
Table 40  Pax 6 -,0,0,1,0,0,0
Cashier: jam02 01/05/2018 2:30:10,0,1,0,0,0,0
Qty ProductCode UnitRM SubtotalRM &TaxCode,0,0,1,0,0,0
Description,0,1,0,0,0,0
80.00 80.00 SR,0,0,0,1,0,0
FRIED KAWPUNG CHICKEN (1 EKOR).,0,0,0,1,0,0
40.00 40.00 SR.,0,0,0,1,0,0
TORIYAM SEAI7OCD (MERAH),0,0,0,1,0,0
PGE 2000 20.01 SR,0,0,0,1,0,0
WATERMELON JUICE (BIG),0,0,0,1,0,0
Fan 2000 2000 SR.,0,0,0,1,0,0
ORANGE JUICE /BIG),0,0,0,1,0,0
21.00 21.00 SR,0,0,0,1,0,0
LALA GIILI ĐASTE (BỊ,0,0,0,1,0,0
380 1500 SR.,0,0,0,1,0,0
"MASI PUTIM,",0,0,0,1,0,0
