sentence,brand_name,info,index,content,total,thank_you
"Tien dich vu 36,000",0,0,0,0,1,0
Tong Cong 711.000,0,0,0,0,1,0
"Tien 771,000",0,0,0,0,1,0
MERCI!,0,0,0,0,0,1
ARENT OT,0,0,0,0,0,1
Ran so ' 8B.,0,1,0,0,0,0
Tao QUẦN NHẬU BÌNH DẪN 120,0,1,0,0,0,0
Uỳnh Tấn Phát - Hai Chấu - Địi Nông,0,1,0,0,0,0
PHIẾU THANH TOÁN,0,1,0,0,0,0
Sð phiếu: g2aa _,0,1,0,0,0,0
Tiger nau ˆ,0,0,0,1,0,0
Bánh trắng,0,0,0,1,0,0
30000.0 9.0,0,0,0,0,1,0
"_ 60,008. 60.000",0,0,0,1,0,0
"35,000 35.000",0,0,0,0,1,0
-Hẽn xảo.,0,0,0,1,0,0
"_Ò 12000 12,000",0,0,0,0,1,0
„„j5/000 _ _ 15.000,0,0,0,1,0,0
"""BĂp non xảo ˆ",0,0,0,0,1,0
tr __ 15.000.,0,0,0,1,0,0
"""Nưäc ngọt chal",0,0,0,1,0,0
_ 16.000.,0,0,0,0,1,0
“Nưếc suối.,0,0,0,1,0,0
TA —_ 8/000.,0,0,0,1,0,0
"""TT sụn Gà chiên mạm  ~",0,0,0,1,0,0
"----35,000",0,0,0,0,1,0
Thanh toán. F,0,0,0,0,1,0
(Cam on và Vi Suý khách,0,0,0,0,0,1
LIKE CAFE,1,0,0,0,0,0
"Số 10 Khúc Hạo, Ba Đình, Hà Nội",0,1,0,0,0,0
HOA ĐƠN THANH TOÁN.,0,1,0,0,0,0
Bàn01 ` 19/01/2014 8:49:59H ˆ,0,1,0,0,0,0
STT Thực đơn ĐVT Đơn Giá SL Thành Tiền,0,0,1,0,0,0
Bạc sửu 1 cốc 100.000 1 100.000,0,0,0,1,0,0
Cà phê nâu* 1 cốc 100.000 1 100.000,0,0,0,1,0,0
Hướng dường (cuối tuần) Đĩa 55.000 1 55.000,0,0,0,1,0,0
Sữa tươi 1 cốc 100.000 1 100.000,0,0,0,1,0,0
Trà bạc hà 1 cốc 95.000 1 95.000,0,0,0,1,0,0
Vinntaba Chai 90.000 1 90.000,0,0,0,1,0,0
Tiền hàng,0,0,0,0,1,0
540.000,0,0,0,0,1,0
Giảm gìá; - 0%,0,0,0,0,1,0
Tổng trên thanh toán::,0,0,0,0,1,0
540.000đ,0,0,0,0,1,0
Xin chân thành cám ơn quý khách! Hẹn gặp lại!,0,0,0,0,0,1
QUAN AN THIEN TÂN |,1,0,0,0,0,0
17-19 TON DAN F13Q4 TPHCM,0,1,0,0,0,0
DT: 9407863-8259956,0,1,0,0,0,0
REG 13-11-2011 20:54,0,1,0,0,0,0
CA 1 MC #01 00098/,0,1,0,0,0,0
BANSO: 47,0,1,0,0,0,0
"1 BUN SING 42,000",0,0,0,1,0,0
"MI GION X CHAY 37,000",0,0,0,1,0,0
"2 MI X GION N 80, 000",0,0,0,1,0,0
"4 COM BAT BUU 172, 00U",0,0,0,1,0,0
"SUON CHIEN KDO 65,000",0,0,0,1,0,0
"HU TIEU N 40, 000",0,0,0,1,0,0
"TOM LAN BOT 65,000",0,0,0,1,0,0
"2 PEFSI 16,000",0,0,0,1,0,0
"10 TRA DA 20, O00",0,0,0,1,0,0
TIEN MAT,0,0,0,0,1,0
CAM ON QUY KHACH,0,0,0,0,0,1
HEN GAP LAI!,0,0,0,0,0,1
883A ÂU CƠ-P. TÂN THÀNH-Q TAN PHO,0,0,1,0,0,0
Tel’ 08 6 269 3597,0,0,0,0,1,0
HÓA ĐƠN THANH TOÁN,0,1,0,0,0,0
Ngày vào 23112015 Gi@ vào: 124727,0,1,0,0,0,0
Ngày: — 23/12015 Giờ 1424727,0,1,0,0,0,0
Ban: TRET1,0,1,0,0,0,0
CA PHÉ SỮA ĐÁ 20 35000 70000,0,0,0,1,0,0
CA PHE ĐEN 1.0 25.000 25.000,0,0,0,1,0,0
T.CONG 3.0 95.000,0,0,0,0,1,0
"TIÊN MẶT 95,000",0,0,0,0,1,0
Chin muoi lim ngan dong /.,0,0,0,0,1,0
XIN CAM ON- HEN GAP LAI,0,0,0,0,0,1
HOTLINE: 0984.087.24,0,1,0,0,0,0
PUDADAC,1,0,0,0,0,0
A19 - Home Clly- Trung Kinh- Câu Giáy - HN,0,1,0,0,0,0
904.0 926.0 577.0,0,1,0,0,0,0
HÓA ĐƠN THANH TOÁN,0,1,0,0,0,0
HĐ: 0006,0,1,0,0,0,0
Ngày: 18/06/2017 Giờ: 13:40:24,0,1,0,0,0,0
Thu ngân: Người quản trị,0,1,0,0,0,0
TEN HANG SL ĐG T.TIỀN,0,0,1,0,0,0
THỨC ĂN,0,0,0,1,0,0
"Gà rán sốt xì dầu 1.0 260,000 260,000",0,0,0,1,0,0
"Gà rán sắt tỏi 4.0 260,000 260,000",0,0,0,1,0,0
"Cơm cuộn cá ngừ 1.0 60,000 60,000",0,0,0,1,0,0
THỨC UỐNG,0,0,1,0,0,0
"Nước ép chanh dây: 1.0 45,000 45,000",0,0,0,1,0,0
"Nước áp cả rốt+ cà 1.0 60,000 50,000",0,0,0,1,0,0
"T.CONG 5.0 676,000",0,0,0,0,1,0
"TIÊN MẠT 675,000",0,0,0,0,1,0
"Sáu trăm bảy mươi lăm ngàn đồng,/.",0,0,0,0,1,0
"KHÁCH ĐƯA 700,000",0,0,0,0,1,0
"TRẢ LẠI 25,000",0,0,0,0,1,0
XIN CAM ON - HEN GAP LAI,0,0,0,0,0,1
**“** BẠN SAO HOA DON **,0,0,0,0,0,1
FISH FARM THA! RESTAURANT,1,0,0,0,0,0
Veg Fish Farm Thai Restaurant S/B,0,1,0,0,0,0
mp. Re3. Ne. 926627-V,0,1,0,0,0,0
"KM 4, Jin Ampang, Hulu Langat,",0,1,0,0,0,0
"G8000 Amapny, Selangor.",0,1,0,0,0,0
(601 2-2€0 6493 or +6012-286 8193,0,1,0,0,0,0
“TAX INVOICE***,0,1,0,0,0,0
GST Reg. No.: 0008 3385 3536,0,1,0,0,0,0
(DUFLICATED),0,1,0,0,0,0
"Hat CLOSE on , BỤẾA 2018 náo sz",0,1,0,0,0,0
Table 40  Pax 6 -,0,0,1,0,0,0
HĐ;BH:20141017.006 HĐB;18.20141016.0001,0,1,0,0,0,0
PHIẾU THANH TOÁN.,0,1,0,0,0,0
Stt Sản phầm. SL Digia T.tien,0,0,1,0,0,0
"Chanh tươi 1 80,000. 80,600",0,0,0,1,0,0
"Chivas 38 6 26,900,000 161,400,000",0,0,0,0,1,0
"Hoa qua dic biét 2 $00,000 1,999,009.",0,0,0,1,0,0
"Lavie: 22 65,000: 1,430,000.",0,0,0,1,0,0
"Shisha vip, 2 500,000 1,000,000",0,0,0,1,0,0
"Coke 4 65,000 260,000:",0,0,0,1,0,0
"8. Khăn lanh 10 5,000 50;000.",0,0,0,1,0,0
"Tổng Tiền: 165,220,000.",0,0,0,0,1,0
"Vat (10%): 16,522,000",0,0,0,0,1,0
"Trả thực : 181,742,000",0,0,0,0,1,0
THỦ NGÂN: mo. NV. BAN:,0,1,0,0,0,0
Khang - Cều Giây - HN,0,1,0,0,0,0
0982 434 830,0,1,0,0,0,0
HÓA ĐƠN THANH TOAN,0,1,0,0,0,0
SóHĐ 0002,0,1,0,0,0,0
Ngày: 30/05/2017 Giờ 10:26:13,0,1,0,0,0,0
TakeAway,0,1,0,0,0,0
Thu ngân: Người quản trị,0,1,0,0,0,0
TÊN HÀNG SL ĐG T.TIÊN,0,0,1,0,0,0
THỨC UỎNG,0,0,1,0,0,0
"Trà sữa Khoai 1 23,000",0,0,0,1,0,0
|->Trân châu 1 5.000,0,0,0,1,0,0
đen,0,0,0,1,0,0
|->Thạch rau 1 5.000,0,0,0,1,0,0
câu,0,0,0,1,0,0
"Tra xanh tao-L 1 28,000",0,0,0,1,0,0
Trà dưa lưới-L 1 28000,0,0,0,1,0,0
"T.CONG 89,000",0,0,0,0,1,0
"TIEN MAT 89,000",0,0,0,0,1,0
Tám mươi chín ngàn đẳng. /.,0,0,0,0,1,0
XIN CAM ON - HEN GAP LAI,0,0,0,0,0,1
BILL HOA DO'N KHO 8CM,0,1,0,0,0,0
MR.BOOM,1,0,0,0,0,0
Đ/C: KĐT Sinh Thái Cao Cáp,0,1,0,0,0,0
Đan Phượng - Hà Nội -,0,1,0,0,0,0
09144622222 -,0,1,0,0,0,0
HÓA ĐƠN THANH TOÁN,0,1,0,0,0,0
HĐ: 0003,0,1,0,0,0,0
Ngày: 20/04/2018 Giờ: 16:05:09,0,1,0,0,0,0
BANS 12,0,1,0,0,0,0
TÊN HÀNG SL ĐGIÁ T.TIÊN,0,0,1,0,0,0
Thúc ăn,0,0,0,1,0,0
"2. Cảnh gà chiên 1 34,000 34,000",0,0,0,1,0,0
giòn cav -,0,0,0,1,0,0
"18. Xúc xÍehchiên 1 15,000 15,000",0,0,0,1,0,0
"18.Khoaitiylắ€c 1 17.000 17,000",0,0,0,1,0,0
"Comboi 1 79/000 79,000",0,0,0,1,0,0
Đùi gà giòn cay,0,0,0,1,0,0
Cánh gà giòn,0,0,0,1,0,0
Khoai tây chiên,0,0,0,1,0,0
l->Cocacola,0,0,0,1,0,0
"Combo2 1 75,000 75,000",0,0,0,1,0,0
|->Gà quay gidy,0,0,0,1,0,0
bac,0,0,0,1,0,0
Khoail tây chiên.,0,0,0,1,0,0
Cocacola,0,0,0,1,0,0
"T.CONG 12 220,000",0,0,0,0,1,0
"GIAM % HB (-5%) -11,000",0,0,0,0,1,0
"Tiên mặt 209,000",0,0,0,0,1,0
"Khách đưa 800,00",0,0,0,0,1,0
"Trả lại 291,000",0,0,0,0,1,0
CÀM ƠN QUY KHÁCH,0,0,0,0,0,1
HEN GAP LAI!,0,0,0,0,0,1
BIDA,1,0,0,0,0,0
Bida Phuong Hoang,1,0,0,0,0,0
Thanh Phố Mới - BÌnh Dương,0,1,0,0,0,0
ĐT: 0902 869 579 - 0902 869 579,0,1,0,0,0,0
HOA DON TÍNH TIEN BẢN BIDALÖ 2,0,1,0,0,0,0
Giờ bắt đầu: 41:23:27 13/04/2015,0,1,0,0,0,0
Giờ kết thúc: 11:36:36 13/04/2015,0,1,0,0,0,0
Thời gian: 0 giờ 13 phút,0,1,0,0,0,0
Tên SL Giá Téng,0,0,1,0,0,0
Bla Heniken 2 x 20.000 40.000,0,0,0,1,0,0
Thuốc lá 4l: 4 25.000 25.000.,0,0,0,1,0,0
Sling ex: 16.000 15.000,0,0,0,1,0,0
Đậu 3 x 15.000 45.000,0,0,0,1,0,0
“Tổng dịch vụ: 125.000,0,0,0,0,1,0
Tổng tiền giờ: 11.000,0,0,0,0,1,0
Tổng hóa đơn: 136.000,0,0,0,0,1,0
Tiên niở 50 000 đ/nlờ,0,1,0,0,0,0
* MA HE) 1122271042015.,0,1,0,0,0,0
Xin cim on va hen gặp lại quý khác],0,0,0,0,0,1
Công Ty Công Nghệ Tin Học Mũi -,1,0,0,0,0,0
WWW mtv.org.vn,0,1,0,0,0,0
"Số 7 Nam Quốc Cang, Quận 1,",0,1,0,0,0,0
TP. Hỗ ChfíMinh,0,1,0,0,0,0
8.0 36100311.0,0,1,0,0,0,0
HOA DON,0,1,0,0,0,0
Số CT: admin 151104 085639,0,1,0,0,0,0
Ngày CT: 04/11/2015 - 08:56,0,1,0,0,0,0
Khách hàng: Khách lẻ,0,1,0,0,0,0
Điên thoai:,0,1,0,0,0,0
Nhãn viên: Administrator,0,1,0,0,0,0
SL ĐGiá CK TTién,0,0,1,0,0,0
Lẫu thái,0,0,0,1,0,0
"4,00 130.000 0 130.000",0,0,0,1,0,0
Cánh gà nướng,0,0,0,1,0,0
"1,00 60.000 0 60.000",0,0,0,1,0,0
Bè xào củ hành,0,0,0,1,0,0
"1,00 65.000 0 65.000",0,0,0,1,0,0
Heo rừng nướng ngũ vị,0,0,0,1,0,0
"4,00 65.000 0 65.000",0,0,0,1,0,0
Càng ghe rang mudi,0,0,0,1,0,0
"1,00 65.000 0 65.000",0,0,0,1,0,0
Mi xảo bò,0,0,0,1,0,0
"1,00 50.000 0 50.000",0,0,0,1,0,0
Tổng cộng 435.000,0,0,0,0,1,0
Thuế GTGT 0% 0,0,0,0,0,1,0
G COFFEE,1,0,0,0,0,0
HÓA ĐƠN THANH TOÁN,0,1,0,0,0,0
BÀN,0,1,0,0,0,0
CAFE DEN TO 18.000 18000,0,0,0,1,0,0
""".ncỔ 25) zZUUU d4:",0,1,0,0,0,0
"ZFamawisncoan. 2D. 280G7- 20,006",0,0,0,0,1,0
HA.,0,1,0,0,0,0
Mocha ‹Jc<Eitnidl TU: eo  23LL5Í,0,1,0,0,0,0
-CRfEUceiriglce 20 30000 52001:,0,0,0,0,1,0
":TONG CONG : 150: 404,000",0,0,0,0,1,0
TIEN MAT 404:000:,0,0,0,0,1,0
‘Ban tania boningan dong.,0,0,0,0,1,0
"“SỞ 'TIÊN THÔI LAI 86,000",0,0,0,0,1,0
XIN GÀM 'ØN- HEN BÀP. LAIL,0,0,0,0,0,1
| 17 Te muỗi Hà BLL} sso so =a sn,0,1,0,0,0,0
"| 25] GIAM GIAS% ED ——} “6,144,000,",0,0,0,0,1,0
"136,886,800",0,1,0,0,0,0
(ie hha don ch mm. IT nam 2016,0,1,0,0,0,0
(Ot hia Aon chưa bao dầm th. 4 <>.,0,0,0,1,0,0
Công Ty Công Nghệ TinHoc Mai | |,1,0,0,0,0,0
"Sô 7 Nam Quôc Cang, Quận 1,",0,1,0,0,0,0
TP. H6 ChiMinh,0,1,0,0,0,0
056100311,0,1,0,0,0,0
HOA DON,0,1,0,0,0,0
S6CT: — admin 151104 0856393,0,1,0,0,0,0
Ngày CT: 04/11/2015 - 08:56,0,1,0,0,0,0
Khách hàng: Khách lẻ.,0,1,0,0,0,0
'Điện thoại:,0,1,0,0,0,0
Nhân viên: Administrator,0,1,0,0,0,0
SL ĐGiá CK TTiền,0,0,1,0,0,0
Lầu thái,0,0,0,1,0,0
"41,00 130.000 0 130000",0,0,0,1,0,0
Cánh gà nướng,0,0,0,1,0,0
"1,00 60,000 0 60.000",0,0,0,0,1,0
Bồ xào củ hành,0,0,0,1,0,0
"4,00 65.000 0 65.000",0,0,0,1,0,0
Heo rừng nướng ngữ vị,0,0,0,1,0,0
"41,00 65000 09 6535000",0,0,0,1,0,0
Càng ghẹ rang muối,0,0,0,1,0,0
100.0 65.0 0.0 65.0,0,0,0,1,0,0
Mì xảo bò.,0,0,0,1,0,0
"1,00 50000 0 50.000",0,0,0,1,0,0
Tổng cộng 435.000,0,0,0,0,1,0
