sentence,brand_name,info,index,content,total,thank_you
LPC  #*# 9.00) 000 9.00,0,0,0,1,0,0
2017-12-28 22.1 Fay:,0,1,0,0,0,0
"Tiên thanh toán: 35,000",0,0,0,0,1,0
"""5 JOINT 2DBTN. 2BÐGGQ. SR",0,1,0,0,0,0
"Bo dằm 10 50,000 500,000",0,0,0,1,0,0
SL ĐGi CK_ TTiền,0,0,1,0,0,0
"jMụ'c cơm 4 800,000 2,000,000",0,0,0,1,0,0
Tám mươi chín ngàn đẳng. /.,0,0,0,0,1,0
|->Thạch rau 1 5.000,0,0,0,1,0,0
"97,000",0,0,0,0,1,0
chua,0,0,0,1,0,0
TAX INVOICE,0,1,0,0,0,0
Mặt hàng |ISL |ĐVT |Giá |T tiên,0,0,1,0,0,0
HÓA ĐƠN THANH TOÁN,0,1,0,0,0,0
CHOPPING BOARD 35.5x25.5CM 803MH,0,0,0,1,0,0
Tên hàng — SL Đongiá Thành tiền.,0,0,1,0,0,0
"Khách đưa 200,000",0,0,0,0,1,0
"TRA LAI 50,000",0,0,0,0,1,0
"Ký ức ngọt ngào 1 45,000 45,000",0,0,0,1,0,0
"Tổng công: 6,103,000",0,0,0,0,1,0
TÊNHÀNSG SL ĐGIÁ T.TIÊN,0,0,1,0,0,0
0971.1989.604,0,1,0,0,0,0
B0PP TAPE 48MM+100MH CLEAR,0,0,0,1,0,0
HÓA ĐƠN THANH TOÁN:,0,1,0,0,0,0
"37,000",0,0,0,0,1,0
"Frequilasunce 1 80,000 60,000",0,0,0,1,0,0
540.000đ,0,0,0,0,1,0
Giảm 10%: 10.000,0,0,0,0,1,0
'Điện thoại:,0,1,0,0,0,0
Ngày: 3005/2017 Giờ 102613,0,1,0,0,0,0
"Trà hương vị sữa. 1 35,000 35,000",0,0,0,1,0,0
HOA DON TAM TINH,0,1,0,0,0,0
"480,000",0,0,0,0,1,0
1 Sữa tươi 1 cốc 100.000 1 100:000,0,0,0,1,0,0
Trà dưa lưới-L 1 28000,0,0,0,1,0,0
"Bóng nước hồ tay 1 45,000 45,000",0,0,0,1,0,0
Matcha - Ad,0,1,0,0,0,0
Khách hàng: Khách lẻ.,0,1,0,0,0,0
BTENVENUE A L'ESSENTIEL,0,1,0,0,0,0
THÚC UỎNG,0,0,1,0,0,0
QUAN AN THIEN TÂN |,1,0,0,0,0,0
Com suan 4.0,0,0,0,1,0,0
CAFE BIEN GO,1,0,0,0,0,0
"Khách đưa: 100,000",0,0,0,0,1,0
"Trà Sữa Tương Đạu 1 60,000 60,000",0,0,0,1,0,0
GIAM% MON 5% .snn,0,0,0,0,1,0
XIN CÁM ƠN HẸN GẶP LẠI,0,0,0,0,0,1
MOTA CAFE,1,0,0,0,0,0
"Trả Sữa Tươi 1 70000 70,000",0,0,0,1,0,0
‘Gold Kiwi,0,0,0,1,0,0
Que Cho Que Restaurant,1,0,0,0,0,0
HOA DON BAN HANG,0,1,0,0,0,0
HOA DO'N BAN HANG,0,1,0,0,0,0
"Bia Draught Halds 1 30,000 0 30,000",0,0,0,1,0,0
"ý Tiên mặt. ~ 1,243,925",0,0,0,0,1,0
Đan Phượng - Hà Nội -,0,1,0,0,0,0
"GIAM % MON 5 % -7,500",0,0,0,0,1,0
In Luc 17:17,0,1,0,0,0,0
"Gà rán sốt xì dầu 1.0 260,000 260,000",0,0,0,1,0,0
Tên món SL ĐGiá T.Tiền,0,0,1,0,0,0
cay,0,0,0,1,0,0
Closed Bill: 20/12/2017 07:10:51 PM,0,1,0,0,0,0
"4,00 65.000 0 65.000",0,0,0,1,0,0
"Bla haineken 3 30,000 80,000",0,0,0,1,0,0
"Hạt hướng dương 2 15,000 30,000",0,0,0,1,0,0
Prawns & pov,0,0,0,1,0,0
**“** BẠN SAO HOA DON **,0,0,0,0,0,1
TÊN HÀNG SL ĐGIÁ T.TIEN,0,0,1,0,0,0
Address,0,1,0,0,0,0
Hé,0,1,0,0,0,0
"Thăng long. 1 25000 25,000",0,0,0,1,0,0
Date : 25/12/2018 8:13:39 PH,0,1,0,0,0,0
GST Summary Âmount(RM) - TaxRM),0,0,0,0,1,0
TH 3/83 UNI ( 0.17)=RM 3.83,0,0,0,1,0,0
ary Ri RM,0,0,1,0,0,0
904.0 926.0 577.0,0,1,0,0,0,0
"Trúng chiến 6 60,000 300/000",0,0,0,1,0,0
Tiền hàng,0,0,0,0,1,0
IBANK ACC AMBANK 888 100 123 3706,0,1,0,0,0,0
"4,00 65.000 0 65.000",0,0,0,1,0,0
ary Ri RM,0,0,1,0,0,0
Giỏ vào: 12:11 Giờ ra: 12;11,0,1,0,0,0,0
Khách hàng: Khách lẻ.,0,1,0,0,0,0
"Trà Sữa Tươi Đậu 1 70,000 70,003",0,0,0,1,0,0
"1 Salad 150,000 1 150,000",0,0,0,1,0,0
HÓA ĐƠN THANH TOÁN,0,1,0,0,0,0
"|->Thạch 2Q + 6000 5,000",0,0,0,1,0,0
TÊN ÊN HÀNG SL  ĐGIÁ TTIỀN,0,0,1,0,0,0
BANS 12,0,1,0,0,0,0
HOA DON BAN HANG,0,1,0,0,0,0
"TIEN MAT, 198,200",0,0,0,0,1,0
540000,0,0,0,0,1,0
Com suong 10 18000 780000,0,0,0,1,0,0
"2 MI X GION N 80, 000",0,0,0,1,0,0
"Canh chủamnghêu. 3 460,000 450,000",0,0,0,1,0,0
CAFE LIEN,1,0,0,0,0,0
B4n tram tam mirot ngan dang?,0,0,0,0,1,0
|->Khoai tây chiên,0,0,0,1,0,0
DT: 9407863-8259956,0,1,0,0,0,0
Tel: 012.222.55.005,0,1,0,0,0,0
{Green Tea | 1! 35.000! 35.0001,0,0,0,1,0,0
Total: 9.00,0,0,0,0,1,0
woe chỉn mươi tám ngàn hai trăm.,0,0,0,0,1,0
"21,000",0,0,0,0,1,0
"Hạt Thủy Tiên vị Sung 10,000",0,0,0,1,0,0
F5 MILK TEA-COFFEE-,1,0,0,0,0,0
Y@30. BK 7W WW LED TRACK LIGHf aN,0,0,0,1,0,0
"181,000",0,0,0,0,1,0
911586768.0,0,1,0,0,0,0
"Magarla  - 1 80,000 40,000",0,0,0,1,0,0
CAFE PON THUY 2,1,0,0,0,0,0
"Tra khách; 65,000",0,0,0,0,1,0
"Trả lại 291,000",0,0,0,0,1,0
18:40 - 1840 27/0217. INTAMTÍNH,0,1,0,0,0,0
môn-M,0,0,0,1,0,0
"Số 10 Khúc Hạo, Ba Đình, Hà Nội",0,1,0,0,0,0
"| Trà sữa Vy | 1| 30,000| 30,000",0,0,0,1,0,0
Thuế 0% = 0 VNĐ,0,0,0,0,1,0
Khách hàng,0,1,0,0,0,0
"41,00 65000 09 6535000",0,0,0,1,0,0
that dẻ,0,0,0,1,0,0
"T.CONG 12 220,000",0,0,0,0,1,0
"Tien dich vu 36,000",0,0,0,1,0,0
NAMU TEA,1,0,0,0,0,0
Thúc ăn,0,0,0,1,0,0
Station: CASHIER,0,1,0,0,0,0
I->Khoail tây chiên.,0,0,0,1,0,0
"Tiên mặt 209,000",0,0,0,0,1,0
Trà sữa,0,0,0,1,0,0
SL ĐGi CK_ TTiền,0,0,1,0,0,0
WA14-3A - 48,0,0,0,1,0,0
"Pudding đạu dẻ 1 32000 310,000",0,0,0,1,0,0
"121 - Phở cuốn tôm 1 99,000 0 99,000",0,0,0,1,0,0
Tiên hàng: 95.000,0,0,0,1,0,0
5,0,0,0,1,0,0
Item(s) : 4 0ty(s) : 4,0,0,0,0,1,0
TÊN HÀNG. SL ĐGIÁ T.TIEN,0,0,1,0,0,0
|->Gà quay gidy,0,0,0,1,0,0
Số HĐ: 17070002,0,1,0,0,0,0
"T.CONG 5.0 676,000",0,0,0,0,1,0
"T,GỌNG: 38 1,398,000",0,0,0,0,1,0
CHOPPING BOARD 35.5x25.5CM 803MH,0,0,0,1,0,0
"81100 JOHOR BAHRU,",0,1,0,0,0,0
9066468 = 1X 8.02 8.02,0,0,0,1,0,0
Tel: D8 66 84 1111- 0967041111,0,1,0,0,0,0
"2. Rib steak 380000 1 380,000",0,0,0,1,0,0
0,0,1,0,0,0,0
"| Bia Tiger 3. #3003 0 420,000]",0,0,0,1,0,0
1 Ca phe đá  1 cốc 100.000 100.000,0,0,0,1,0,0
I->Cocacola,0,0,0,1,0,0
"Đĩahoaquàtt 4 420,000 120,000",0,0,0,1,0,0
JOHOR.,0,1,0,0,0,0
KHÁCH HÀNG,0,0,0,0,0,1
HĐ: 0003,0,1,0,0,0,0
"Khách đưa 100,000.",0,0,0,0,1,0
HEN GAP LAI!,0,0,0,0,0,1
BÀN 02,0,1,0,0,0,0
Tên hàng SL THành Tiền,0,0,1,0,0,0
CHANGE  /a 00,0,0,0,0,1,0
Khách hàng:,0,1,0,0,0,0
2018-05-05 19:01,0,1,0,0,0,0
Tổng cộng 435.000,0,0,0,1,0,0
Prowct Qty U.Price BST,0,0,1,0,0,0
Sub Total,0,0,0,0,1,0
CODE/DESC PRICE — Disc ABlOUEI,0,0,1,0,0,0
BANK ACC MBB 5128. 4851. 2118,0,1,0,0,0,0
"SUON CHIEN KDO 65, 0U",0,0,0,1,0,0
Khách đưa,0,0,0,0,1,0
"MI GION X CHAY 37,000",0,0,0,1,0,0
HÓA ĐƠN THANH TOÁN:,0,1,0,0,0,0
STT Thực Đơn ĐVT Đơn giá SL Thành Tiền,0,0,1,0,0,0
HOA DON THANH TOÁN,0,1,0,0,0,0
"Sinh tốt chanh tuyết 2 45,000 90,000",0,0,0,1,0,0
“Vinntaba 1 Chai 90.000 1 90.000,0,0,0,1,0,0
** BAN SAO HOA BON ****,0,1,0,0,0,0
“Giờ vào: 17:17 Giờra: 17:17,0,1,0,0,0,0
Thủ ngân: QUẢNLY,0,0,0,0,0,1
WA14-3A - 48,0,0,0,1,0,0
HOA ĐƠN THANH TOÁN.,0,1,0,0,0,0
"Tổng: —_ 300,000",0,0,0,0,1,0
Nhân viên: Administrator,0,1,0,0,0,0
Giảm gìá; - 0%,0,0,0,0,1,0
47/49 TON DAN F13 Q4 TPHCM,0,1,0,0,0,0
"Goods Sold are not refundable, returnable",0,0,0,0,0,1
"Trả lại 42,000",0,0,0,0,1,0
"Green Tea | 1| 35,000| 35,000",0,0,0,1,0,0
"Lắc xoáy 5 40,000 200,000",0,0,0,1,0,0
CÀM ƠN QUY KHÁCH,0,0,0,0,0,1
Ban:,0,1,0,0,0,0
Trả lại 103.000,0,0,0,0,1,0
Tra Sữa tươi Ngũ 1 80000 80000,0,0,0,1,0,0
"3618 Tran Phủ, Kon Tum",0,1,0,0,0,0
"KHÁCH ĐƯA 350,000.",0,0,0,0,1,0
F7-04 - 36,0,0,0,1,0,0
"2. Cảnh gà chiên 1 34,000 34,000",0,0,0,1,0,0
"Trà xanh 5 30,000 150,000",0,0,0,1,0,0
Cam on Quy Khach. Hen gap lai,0,0,0,0,0,1
Tong Cong 711.000,0,0,0,0,1,0
câu,0,0,0,1,0,0
100.0 60000.0 0.0 60.0,0,0,0,0,1,0
DAIE — : 12/28/2017 1:17:32 PR,0,1,0,0,0,0
"2 PEFSI 16,000",0,0,0,1,0,0
"Tien 414,000",0,0,0,0,1,0
"Sô 7 Nam Quôc Cang, Quận 1,",0,1,0,0,0,0
uv,0,0,0,1,0,0
"Cám ơn quý khách, Hẹn Gặp lại",0,0,0,0,0,1
ĐC: Số 10 Ngõ 78 Lò Đúc - Hai Bà Trưng -,0,1,0,0,0,0
Thu ngân: Người quản trị,0,1,0,0,0,0
THỨC UỎNG,0,0,1,0,0,0
THE OPERA,1,0,0,0,0,0
đen,0,0,0,1,0,0
‘CHANGE: RM ˆ 0.00,0,0,0,0,1,0
ĐT: 0163.897.2711 - 0865.571.195,0,1,0,0,0,0
1 Ca phe nâu  1 cốc 100.000 100.000,0,0,0,1,0,0
"THANH TOÁN: 328,000 VNB",0,0,0,0,1,0
Cashier * MANTIS,0,1,0,0,0,0
87 Trích Sài - Tây Hồ - Hà Nội,0,1,0,0,0,0
4629719,0,1,0,0,0,0
Member:,0,1,0,0,0,0
"Nước áp cả rốt+ cà 1.0 60,000 50,000",0,0,0,1,0,0
"HỎNG TRÀ - 1 27,000",0,0,0,1,0,0
Ngày CT: 04/11/2015 - 08:56,0,1,0,0,0,0
"""Thu ngần: Administrator",0,1,0,0,0,0
0905 933 159 - 0976 941 404,0,1,0,0,0,0
LIKE CAFE,1,0,0,0,0,0
"}ÈPudding.... 1 5,000.",0,0,0,1,0,0
Jÿ1l3đường 1  g,0,0,0,1,0,0
ARENT OT,0,0,0,0,0,1
"Total : 9,00",0,0,0,0,1,0
HOA DON,0,1,0,0,0,0
HEN GAP LAI!,0,0,0,0,0,1
"GIAM % HB (-5%) -11,000",0,0,0,0,1,0
MOTA CAFE,1,0,0,0,0,0
"Tra xanh tao-L 1 28,000",0,0,0,1,0,0
(Cang ghe rang mudi,0,0,0,1,0,0
"Rồng há mềm 4 32,000. 128,000",0,0,0,1,0,0
"Trả khách: 65,000",0,0,0,1,0,0
100.0 60000.0 0.0 60.0,0,0,0,1,0,0
Thu naan: Thử Ngẩn:,0,0,0,0,0,1
955691900116 — RE MODELLING CLAY KIDDY FISH,0,0,0,1,0,0
CÁM ƠN QUÝ KHÁCH,0,0,0,0,0,1
Ngoài trời Mã HD ,0,1,0,0,0,0
"200,000",0,0,0,0,1,0
Hoàn Kiếm - HN,0,1,0,0,0,0
TÊN HÀNG SL GIÁ TIỀN,0,0,1,0,0,0
Trà Sữa Tươi 1 80000 60.000,0,0,0,1,0,0
 STT| MẶT HÀNG | SL | GIÁ | T TIỀN,0,0,1,0,0,0
T.CÔNG,0,0,0,0,1,0
Total Itens =  I.00 -,0,0,0,0,1,0
|->Trân châu 1 5.000,0,0,0,1,0,0
"TRẢ LẠI 26,000",0,0,0,0,1,0
"Longleiani + 60,000 80,000",0,0,0,1,0,0
BẢN 02,0,1,0,0,0,0
"Hạ Thủy Tiueen Vị Sung 55,000",0,0,0,1,0,0
"""Trả lại 70,000",0,0,0,0,1,0
"TRA THIET 4 30,000",0,0,0,1,0,0
"| GIAMITIEN HB) -10,000.",0,0,0,0,1,0
"Ati ""... 12:88:31, PM",0,1,0,0,0,0
"Cơm cuộncángừ 1.0 60,000 60,000",0,0,0,1,0,0
1; 30.000; 30.000.,0,0,0,1,0,0
"150,000 460,000",0,0,0,1,0,0
CAFE KHOA,1,0,0,0,0,0
"GIAM% MON 5% -1,750.",0,0,0,0,1,0
HE03-7 - 15,0,0,0,1,0,0
"Gà rán sắt tỏi 4.0 260,000 260,000",0,0,0,1,0,0
Ngày: 20/04/2018 Giờ: 16:05:09,0,1,0,0,0,0
AIR PRESSURE SPRAYER §X-575-1 1.5L.,0,0,0,1,0,0
Thu na&n: Administrator 1n lúc: 14:48,0,1,0,0,0,0
Thu naan: Administrator 1n lúc; 12:13.,0,1,0,0,0,0
"@tv Count : 3,0",0,0,0,0,1,0
BANSO: 47,0,1,0,0,0,0
"Hướng dương  dĩa 55000 1 55,000",0,0,0,1,0,0
Ngày CT: 04/11/2015 - 08:56,0,1,0,0,0,0
———,0,1,0,0,0,0
"Nước suối 6 40,000 (60,000)",0,0,0,1,0,0
CODE/DESC PRICE — Disc ABlOUEI,0,0,1,0,0,0
"Tiên mặt 480,000",0,0,0,0,1,0
"Trà sữa Khoai 1 23,000",0,0,0,1,0,0
"131 Bánh xèo size 1 79,000 0 79,000",0,0,0,1,0,0
Đại chỉ: Só 16 - Nguyễn,0,1,0,0,0,0
"89,000",0,0,0,1,0,0
HĐ: 0001,0,1,0,0,0,0
Giảm giá: 0% = 0 VNĐ,0,0,0,0,1,0
12-01-18 21:13 SH01 7K08 T4 R000027830,0,0,0,1,0,0
TEN HANG SL ĐG T.TIỀN,0,0,1,0,0,0
EZ10HD05 - 24,0,0,0,1,0,0
|Sitring cake,0,0,0,1,0,0
Item(s) : 4 0ty(s) : 4,0,0,0,1,0,0
THANK YOU,0,0,0,0,0,1
Pass wifi: 88888888,0,1,0,0,0,0
là 08. H/,0,0,0,0,1,0
Tổng: 85.000,0,0,0,0,1,0
Ngày 28/112017 Giờ 180415,0,1,0,0,0,0
"44 Dao Duy Tu, Hoan Kiem, Ha Noi Vietnam",0,1,0,0,0,0
J‡l3đường — 10,0,0,0,1,0,0
Tổng trên thanh toán::,0,0,0,0,1,0
Bia Tiger Free,0,0,0,1,0,0
"Comboi 1 79/000 79,000",0,0,0,1,0,0
"Khách đưa - 1,500,500",0,0,0,0,1,0
GOODS SOLD ARE NOT REFUNDABLE,0,0,0,0,0,1
Í Trả sữa vị,0,0,0,1,0,0
Sá 1 Trưng Yên 3 - Ngõ 67 Nguyễm,0,1,0,0,0,0
HANDMADE,1,0,0,0,0,0
TAKE AWAY,0,1,0,0,0,0
HOA DON,0,1,0,0,0,0
100.0 65.0 0.0 65.0,0,0,0,1,0,0
"-, Hà Nôi",0,1,0,0,0,0
9557031100236 1X 3.02 3.02,0,0,0,1,0,0
Rounded Total (RM): 9.00,0,0,0,0,1,0
"2 BUN SING 42,000",0,0,0,1,0,0
Heo rừng nướng ngữ vị,0,0,0,1,0,0
TCONG,0,0,0,0,1,0
Com trang 8 30/000 {80:00,0,0,0,1,0,0
"KHÁCH ĐUA. 00,000",0,0,0,0,1,0
Tên hàng SL Đơn giá Thành tiền,0,0,1,0,0,0
Thu ngân: AdtntttHator 17/07/2018 09:02,0,1,0,0,0,0
"¡rong nho. 2_ 180,000 300,000",0,0,0,1,0,0
"T.CONG 4,0",0,0,0,0,1,0
CƠ SỞ CHÍNH - QUẦY 1,0,0,0,0,0,1
SR @ 6% - 68. 87 4.13,0,0,0,0,1,0
STRICTLY NO CASH REFUND.,0,0,0,0,0,1
Member:,0,1,0,0,0,0
‘Tran Hung Bao - TT.Nam Sách - T.Hai Dương.,0,0,0,0,1,0
"Khách đưa 800,00",0,0,0,0,1,0
A19 - Home Clly- Trung Kinh- Câu Giáy - HN,0,1,0,0,0,0
Cam ơn Quy khach: Hen gap lai,0,0,0,0,0,1
CASH BILL.,0,1,0,0,0,0
Xin cảm ơn quý khách và hẹn gặp lại,0,0,0,0,0,1
Hằng Trà -L 1 45000 458001,0,0,0,1,0,0
TAX INVOICE,0,1,0,0,0,0
Mì xảo bò.,0,0,0,1,0,0
Thué GTGT 0%,0,0,0,1,0,0
"| Cafe nau duong | 2| ly| 25,000| 50,000",0,0,0,1,0,0
"""Tang: 85.000",0,0,0,0,1,0
EXCHANGE ARE ALLOWED WITHIN,0,0,0,0,0,1
SóHĐ 0002,0,1,0,0,0,0
Thank You. Com Again,0,0,0,0,0,1
"18.Khoaitiylắ€c 1 17.000 17,000",0,0,0,1,0,0
Naay: 02/05/2019. 50; 02020001,0,1,0,0,0,0
GIAM % MON,0,0,0,0,1,0
"Nước ngọt 3. 1B;000) 45,000),",0,0,0,1,0,0
THÚC ĂN,0,0,1,0,0,0
"TAM TINH 1,110,500",0,0,0,0,1,0
"200,000",0,0,0,0,1,0
HÓA ĐƠN THANH TOÁN,0,1,0,0,0,0
"Combo2 1 75,000 75,000",0,0,0,1,0,0
Ngày: 28/09/2018 Số: 091800001,0,1,0,0,0,0
LPC  #*# 9.00) 000 9.00,0,0,0,1,0,0
XIN CẢM ƠN - HEN GAP LAI!,0,0,0,0,0,1
_Giờ vào: 17:17 Giờ ra: 17:17:,0,1,0,0,0,0
PUDADAC,1,0,0,0,0,0
Hà Nội,0,1,0,0,0,0
"Trả lại 289,075",0,0,0,0,1,0
Khách hàng:,0,0,1,0,0,0
RH 33.02 UNI (  3.96)=RM 66.04,0,0,0,1,0,0
Cash — 10.00,0,0,0,0,1,0
"|->Thachtréicay 1 5,000  S,000",0,0,0,1,0,0
Pasewifi: 12345679,0,1,0,0,0,0
Ngày: 26/01⁄2018 Giờ: 114019,0,1,0,0,0,0
giòn cav -,0,0,0,1,0,0
REG 13-11-2011 20:54,0,1,0,0,0,0
Nhân viên: Administrator,0,1,0,0,0,0
MẺCI,0,0,0,0,0,1
"4 COM BAT BUU 172, 00U",0,0,0,1,0,0
"Tiàhươngv 1 30/000 30,000.",0,0,0,1,0,0
Göi súa.,0,0,0,1,0,0
"Khách đưa: 100,000",0,0,0,0,1,0
Rounding Adjustment: 0.00,0,0,0,0,1,0
Thu ngân: Người quản tị,0,1,0,0,0,0
"TOM LAN BOT 65,000",0,0,0,1,0,0
¡ Mặt hàng! SL| Giá !T tiền,0,0,1,0,0,0
PHIẾU THANH TOÁN,0,1,0,0,0,0
"ThỊfräm mặn 6 120/000 720,00:",0,0,0,1,0,0
"Cafe nau da|2 | 1 ly | 25,000",0,0,0,1,0,0
TEN HANG SL Đ GIÁ T.TIỀN,0,0,1,0,0,0
Nba Hang MUGI po,0,1,0,0,0,0
TP. H6 ChiMinh,0,1,0,0,0,0
"T.GỘNG 6 58,000",0,0,0,0,1,0
"Tổng tiền: 328,000 VNĐ",0,0,0,0,1,0
| Trà sữa vị,0,0,0,1,0,0
"SỐ TIỀN THỐI LẠI 86,000",0,0,0,0,1,0
bac,0,0,0,1,0,0
TakeAway,0,1,0,0,0,0
"41,00 130.000 0 130000",0,0,0,1,0,0
"|->Thạchtráicây 1 5000 £5,000",0,0,0,1,0,0
Số HĐ: 17070002,0,1,0,0,0,0
0994 0s7 2m +,0,1,0,0,0,0
CAPHEREN 10 13000 13/000,0,0,0,1,0,0
"CAPHESUADA 10 18,000 18000.",0,0,0,1,0,0
"T.CONG 89,000",0,0,0,0,1,0
CHICKEN,1,0,0,0,0,0
9557031100236 1X 3.02 3.02,0,0,0,1,0,0
l->Cocacola,0,0,0,1,0,0
"Tiền mặt 97,000",0,0,0,0,1,0
bảy chú lùn,0,0,0,1,0,0
"Trà sữa khoaimôn 1 19,000 19,000",0,0,0,1,0,0
"43300 SERI KEMBANGAN, SELANGOR",0,1,0,0,0,0
‘Ban tania boningan dong.,0,0,0,0,1,0
"Thanh toán); 6,103:008",0,0,0,0,1,0
911586768.0,0,1,0,0,0,0
"Tổng: 130,000",0,0,0,0,1,0
"Tien Ban 735,000",0,0,0,0,1,0
"Tien khong thue 735,000",0,0,0,0,1,0
TIEN MAT,0,0,0,0,1,0
AIR PRESSURE SPRAYER §X-575-1 1.5L.,0,0,0,1,0,0
"DU BH | 2 ail! 7000) 40,000,",0,0,0,1,0,0
'Điện thoại:,0,1,0,0,0,0
Thu ngân: Administrator,0,1,0,0,0,0
HÒA ĐƠN THANH TOÁN,0,1,0,0,0,0
"Niềm hy vọng xanh 1 45,000 45,000",0,0,0,1,0,0
BẢN: DINE IN,0,0,0,0,0,1
"Tiên mặt 58,000",0,0,0,0,1,0
(Giá trên:chừa:Baø:gỏmi 9%ÌH18)),0,0,0,0,1,0
Í phúc bồn tử |  l| 30-000. 30.000,0,0,0,1,0,0
VAT,0,0,0,0,1,0
"Nâng bạchtuyếtvà 1 45,000 45,000",0,0,0,1,0,0
"Barsalou 12.5c] 95,000. 1 395,000",0,0,0,1,0,0
ROUNDING ADJUSTMENT RM 0.02,0,0,0,0,1,0
"Nước ép chanh dây: 1.0 45,000 45,000",0,0,0,1,0,0
