sentence,brand_name,info,index,content,total,thank_you
925/15 Âu Cơ -P. Tân Sơn Nhì - Q.Tan,0,1,0,0,0,0
Phú - 08 6684 1111,0,1,0,0,0,0
Phiếu Thanh Toán,0,1,0,0,0,0
Khách hàng: Nguyễn Văn A -,0,1,0,0,0,0
Số PTT: 00000066 Ngày: 13/01/15 - 11720,0,1,0,0,0,0
Ca: 1 - Thu ngan: cashier,0,1,0,0,0,0
Măt hàng SL. Dongid Thanh tien,0,0,1,0,0,0
"nhan bo oil{ 4x 35,000 (10%) 31/500",0,0,0,1,0,0
DT: 09033d4,0,1,0,0,0,0
"nhan buom oil1 2x 35,000 (10%) 63,000",0,0,0,1,0,0
"nhẫn hoa oil nấm 1x 55,000 (10%) 49,500",0,0,0,1,0,0
"nhãn nơ đai 1x 55,000-- (10%) 49,500",0,0,0,1,0,0
"nhẫn rưa me cừng 2x 50,000 (10%) 90,00U",0,0,0,1,0,0
con:,0,1,0,0,0,0
"nhấn sao oil 4x 40,000 (10%) 26,000",0,0,0,1,0,0
"Số lương:& tiền: 8 3 319,500",0,0,0,0,1,0
"Tiền khách trả: 319,500",0,0,0,0,1,0
Tiền thừa: 0,0,0,0,0,1,0
Hoa don,0,1,0,0,0,0
2016-05-05 19:01 No:0003 01-Cashier,0,1,0,0,0,0
Ten menu Don gia So luong Tien,0,0,1,0,0,0
"S1 Duck salad 150,000 1 150,000",0,0,0,1,0,0
"V{.Rib-eve steahk 380,000 1 590,906",0,0,0,1,0,0
"D2.(remeBrulae 100,000 1 160,000",0,0,0,1,0,0
"Barsalou 12.5cl 95,000. 1 95,000",0,0,0,1,0,0
"Tien ban 735,000",0,0,0,0,1,0
"Ten khong thue 735,000",0,0,0,0,1,0
dT: 0903915144,0,1,0,0,0,0
"Tien 771,000",0,0,0,0,1,0
MERCI!,0,0,0,0,0,1
Ran so ' 8B.,0,1,0,0,0,0
Tao QUẦN NHẬU BÌNH DẪN 120,0,1,0,0,0,0
Uỳnh Tấn Phát - Hai Chấu - Địi Nông,0,1,0,0,0,0
Sð phiếu: g2aa _,0,1,0,0,0,0
Tiger nau ˆ,0,0,0,1,0,0
Bánh trắng,0,0,0,1,0,0
30000.0 9.0,0,0,0,0,1,0
"_ 60,008. 60.000",0,0,0,1,0,0
"35,000 35.000",0,0,0,0,1,0
-Hẽn xảo.,0,0,0,1,0,0
"_Ò 12000 12,000",0,0,0,0,1,0
dt: 0444654,0,1,0,0,0,0
„„j5/000 _ _ 15.000,0,0,0,1,0,0
"""BĂp non xảo ˆ",0,0,0,0,1,0
tr __ 15.000.,0,0,0,1,0,0
"""Nưäc ngọt chal",0,0,0,1,0,0
_ 16.000.,0,0,0,0,1,0
“Nưếc suối.,0,0,0,1,0,0
TA —_ 8/000.,0,0,0,1,0,0
"""TT sụn Gà chiên mạm  ~",0,0,0,1,0,0
"----35,000",0,0,0,0,1,0
Thanh toán. F,0,0,0,0,1,0
(Cam on và Vi Suý khách,0,0,0,0,0,1
DT: 4462164665498,0,1,0,0,0,0
Bàn01 ` 19/01/2014 8:49:59H ˆ,0,1,0,0,0,0
STT Thực đơn ĐVT Đơn Giá SL Thành Tiền,0,0,1,0,0,0
Bạc sửu 1 cốc 100.000 1 100.000,0,0,0,1,0,0
Cà phê nâu* 1 cốc 100.000 1 100.000,0,0,0,1,0,0
Hướng dường (cuối tuần) Đĩa 55.000 1 55.000,0,0,0,1,0,0
Sữa tươi 1 cốc 100.000 1 100.000,0,0,0,1,0,0
Trà bạc hà 1 cốc 95.000 1 95.000,0,0,0,1,0,0
Vinntaba Chai 90.000 1 90.000,0,0,0,1,0,0
540.000,0,0,0,0,1,0
Xin chân thành cám ơn quý khách! Hẹn gặp lại!,0,0,0,0,0,1
17-19 TON DAN F13Q4 TPHCM,0,1,0,0,0,0
CA 1 MC #01 00098/,0,1,0,0,0,0
"1 BUN SING 42,000",0,0,0,1,0,0
"SUON CHIEN KDO 65,000",0,0,0,1,0,0
"HU TIEU N 40, 000",0,0,0,1,0,0
"10 TRA DA 20, O00",0,0,0,1,0,0
CAM ON QUY KHACH,0,0,0,0,0,1
883A ÂU CƠ-P. TÂN THÀNH-Q TAN PHO,0,0,1,0,0,0
Tel’ 08 6 269 3597,0,0,0,0,1,0
Ngày vào 23112015 Gi@ vào: 124727,0,1,0,0,0,0
Ngày: — 23/12015 Giờ 1424727,0,1,0,0,0,0
Ban: TRET1,0,1,0,0,0,0
DT: 51c44458,0,1,0,0,0,0
CA PHÉ SỮA ĐÁ 20 35000 70000,0,0,0,1,0,0
CA PHE ĐEN 1.0 25.000 25.000,0,0,0,1,0,0
T.CONG 3.0 95.000,0,0,0,0,1,0
"TIÊN MẶT 95,000",0,0,0,0,1,0
Chin muoi lim ngan dong /.,0,0,0,0,1,0
XIN CAM ON- HEN GAP LAI,0,0,0,0,0,1
HOTLINE: 0984.087.24,0,1,0,0,0,0
THỨC ĂN,0,0,0,1,0,0
"Cơm cuộn cá ngừ 1.0 60,000 60,000",0,0,0,1,0,0
THỨC UỐNG,0,0,1,0,0,0
"KHÁCH ĐƯA 700,000",0,0,0,0,1,0
"TRẢ LẠI 25,000",0,0,0,0,1,0
FISH FARM THA! RESTAURANT,1,0,0,0,0,0
Veg Fish Farm Thai Restaurant S/B,0,1,0,0,0,0
mp. Re3. Ne. 926627-V,0,1,0,0,0,0
"KM 4, Jin Ampang, Hulu Langat,",0,1,0,0,0,0
"G8000 Amapny, Selangor.",0,1,0,0,0,0
(601 2-2€0 6493 or +6012-286 8193,0,1,0,0,0,0
“TAX INVOICE***,0,1,0,0,0,0
GST Reg. No.: 0008 3385 3536,0,1,0,0,0,0
(DUFLICATED),0,1,0,0,0,0
"Hat CLOSE on , BỤẾA 2018 náo sz",0,1,0,0,0,0
Table 40  Pax 6 -,0,0,1,0,0,0
HĐ;BH:20141017.006 HĐB;18.20141016.0001,0,1,0,0,0,0
PHIẾU THANH TOÁN.,0,1,0,0,0,0
Stt Sản phầm. SL Digia T.tien,0,0,1,0,0,0
"Chanh tươi 1 80,000. 80,600",0,0,0,1,0,0
"Chivas 38 6 26,900,000 161,400,000",0,0,0,0,1,0
"Hoa qua dic biét 2 $00,000 1,999,009.",0,0,0,1,0,0
"Lavie: 22 65,000: 1,430,000.",0,0,0,1,0,0
"Shisha vip, 2 500,000 1,000,000",0,0,0,1,0,0
"Coke 4 65,000 260,000:",0,0,0,1,0,0
"8. Khăn lanh 10 5,000 50;000.",0,0,0,1,0,0
"Tổng Tiền: 165,220,000.",0,0,0,0,1,0
"Vat (10%): 16,522,000",0,0,0,0,1,0
"Trả thực : 181,742,000",0,0,0,0,1,0
THỦ NGÂN: mo. NV. BAN:,0,1,0,0,0,0
0982 434 830,0,1,0,0,0,0
Ngày: 30/05/2017 Giờ 10:26:13,0,1,0,0,0,0
TÊN HÀNG SL ĐG T.TIÊN,0,0,1,0,0,0
BILL HOA DO'N KHO 8CM,0,1,0,0,0,0
MR.BOOM,1,0,0,0,0,0
TÊN HÀNG SL ĐGIÁ T.TIÊN,0,0,1,0,0,0
Đùi gà giòn cay,0,0,0,1,0,0
Cánh gà giòn,0,0,0,1,0,0
Khoai tây chiên,0,0,0,1,0,0
Khoail tây chiên.,0,0,0,1,0,0
Cocacola,0,0,0,1,0,0
BIDA,1,0,0,0,0,0
Bida Phuong Hoang,1,0,0,0,0,0
Thanh Phố Mới - BÌnh Dương,0,1,0,0,0,0
ĐT: 0902 869 579 - 0902 869 579,0,1,0,0,0,0
HOA DON TÍNH TIEN BẢN BIDALÖ 2,0,1,0,0,0,0
Giờ bắt đầu: 41:23:27 13/04/2015,0,1,0,0,0,0
Giờ kết thúc: 11:36:36 13/04/2015,0,1,0,0,0,0
Thời gian: 0 giờ 13 phút,0,1,0,0,0,0
Tên SL Giá Téng,0,0,1,0,0,0
Bla Heniken 2 x 20.000 40.000,0,0,0,1,0,0
Thuốc lá 4l: 4 25.000 25.000.,0,0,0,1,0,0
Sling ex: 16.000 15.000,0,0,0,1,0,0
Đậu 3 x 15.000 45.000,0,0,0,1,0,0
“Tổng dịch vụ: 125.000,0,0,0,0,1,0
Tổng tiền giờ: 11.000,0,0,0,0,1,0
Tổng hóa đơn: 136.000,0,0,0,0,1,0
Tiên niở 50 000 đ/nlờ,0,1,0,0,0,0
* MA HE) 1122271042015.,0,1,0,0,0,0
Xin cim on va hen gặp lại quý khác],0,0,0,0,0,1
Công Ty Công Nghệ Tin Học Mũi -,1,0,0,0,0,0
WWW mtv.org.vn,0,1,0,0,0,0
"Số 7 Nam Quốc Cang, Quận 1,",0,1,0,0,0,0
TP. Hỗ ChfíMinh,0,1,0,0,0,0
8.0 36100311.0,0,1,0,0,0,0
Số CT: admin 151104 085639,0,1,0,0,0,0
Khách hàng: Khách lẻ,0,1,0,0,0,0
Điên thoai:,0,1,0,0,0,0
Nhãn viên: Administrator,0,1,0,0,0,0
SL ĐGiá CK TTién,0,0,1,0,0,0
Lẫu thái,0,0,0,1,0,0
"4,00 130.000 0 130.000",0,0,0,1,0,0
"1,00 60.000 0 60.000",0,0,0,1,0,0
Bè xào củ hành,0,0,0,1,0,0
Heo rừng nướng ngũ vị,0,0,0,1,0,0
Càng ghe rang mudi,0,0,0,1,0,0
Mi xảo bò,0,0,0,1,0,0
"1,00 50.000 0 50.000",0,0,0,1,0,0
Thuế GTGT 0% 0,0,0,0,0,1,0
G COFFEE,1,0,0,0,0,0
BÀN,0,1,0,0,0,0
CAFE DEN TO 18.000 18000,0,0,0,1,0,0
""".ncỔ 25) zZUUU d4:",0,1,0,0,0,0
"ZFamawisncoan. 2D. 280G7- 20,006",0,0,0,0,1,0
HA.,0,1,0,0,0,0
Mocha ‹Jc<Eitnidl TU: eo  23LL5Í,0,1,0,0,0,0
-CRfEUceiriglce 20 30000 52001:,0,0,0,0,1,0
":TONG CONG : 150: 404,000",0,0,0,0,1,0
"“SỞ 'TIÊN THÔI LAI 86,000",0,0,0,0,1,0
XIN GÀM 'ØN- HEN BÀP. LAIL,0,0,0,0,0,1
| 17 Te muỗi Hà BLL} sso so =a sn,0,1,0,0,0,0
"| 25] GIAM GIAS% ED ——} “6,144,000,",0,0,0,0,1,0
"136,886,800",0,1,0,0,0,0
(ie hha don ch mm. IT nam 2016,0,1,0,0,0,0
(Ot hia Aon chưa bao dầm th. 4 <>.,0,0,0,1,0,0
Công Ty Công Nghệ TinHoc Mai | |,1,0,0,0,0,0
056100311,0,1,0,0,0,0
S6CT: — admin 151104 0856393,0,1,0,0,0,0
SL ĐGiá CK TTiền,0,0,1,0,0,0
"1,00 60,000 0 60.000",0,0,0,0,1,0
Càng ghẹ rang muối,0,0,0,1,0,0
"1,00 50000 0 50.000",0,0,0,1,0,0
Ngày: 14/012018 Giờ: 17:25:30,0,1,0,0,0,0
Service Charge : RM 0.00,0,0,0,0,1,0
"GIẢM % MÓN =7,500",0,0,0,0,1,0
TÊNHÀNG SL ĐÐĐG T.TIÊN,0,0,1,0,0,0
"Nước dứa ép 2 45/000 80,000",0,0,0,1,0,0
PLEASE COME AGAIN !,0,0,0,0,0,1
Số 25 Nguyễn Khánh Toàn - Câu Giây:,0,1,0,0,0,0
Hóa đơn,0,1,0,0,0,0
"Hàn 20 25000 500,000",0,0,0,1,0,0
"44 Dao Duy Tu, Hoan Kiem, Ha Noi Viet nam",0,1,0,0,0,0
XIN GẶP LẠI!,0,0,0,0,0,1
Thái Học - TX.Nghĩa Lộ -,0,1,0,0,0,0
"Tiger. Cc 8 16,000 428;000",0,0,0,1,0,0
093.66.66.886,0,1,0,0,0,0
"2¬ Ms bó la! cải | 80,000. 160,000",0,0,0,1,0,0
"|>Puddlngtiủng 1 5,000 5,000",0,0,0,1,0,0
"680,000",0,0,0,0,1,0
| (Tra Kiwi),0,0,0,1,0,0
KIN CAM O'N - HEN GAP Lali,0,0,0,0,1,0
"Phác 020 trâu 1 5,000",0,0,0,1,0,0
"600,000 4,800,000",0,0,0,1,0,0
19/01/2014 8:49:59CH,0,1,0,0,0,0
Pudding đậu dẻ 1 32000 31000,0,0,0,1,0,0
]|->Đùi gà giòn cay,0,0,0,1,0,0
Yên bái,0,1,0,0,0,0
"220,000",0,0,0,1,0,0
"Xúc xích | 2| cái 15,000 - 30,000|",0,0,0,1,0,0
"18,010",0,0,0,0,1,0
Mặt hàng |SL |ĐVT |Giá |TTiền,0,0,1,0,0,0
"GIAM MON. -1,750.",0,0,0,0,1,0
HOTLINE: 0984.087.24(¢,0,1,0,0,0,0
GST/TAX 6A  — : RM 4.13,0,0,0,0,1,0
272 HÀ HUY TẬP - TP. HÀ TĨNH.,0,1,0,0,0,0
"Bia Tiger 3 40,000 0 120,000",0,0,0,1,0,0
TY GIA,0,0,0,0,1,0
"LOT 1851-A & 1851-B, JALAN KPB 6,",0,1,0,0,0,0
EXCHANGEABLE,0,0,0,0,0,1
CẢM ƠN QUY KHAcH,0,0,0,0,0,1
"Eee Tuoi Nad 1 70.003 70,000",0,0,0,1,0,0
"Giấc mơ hồng 1 45,000 45,000",0,0,0,1,0,0
2017-12-28 22.1 Fay:,0,1,0,0,0,0
"""5 JOINT 2DBTN. 2BÐGGQ. SR",0,1,0,0,0,0
"Bo dằm 10 50,000 500,000",0,0,0,1,0,0
"jMụ'c cơm 4 800,000 2,000,000",0,0,0,1,0,0
"97,000",0,0,0,0,1,0
chua,0,0,0,1,0,0
Mặt hàng |ISL |ĐVT |Giá |T tiên,0,0,1,0,0,0
Tên hàng — SL Đongiá Thành tiền.,0,0,1,0,0,0
"Khách đưa 200,000",0,0,0,0,1,0
"TRA LAI 50,000",0,0,0,0,1,0
"Ký ức ngọt ngào 1 45,000 45,000",0,0,0,1,0,0
"Tổng công: 6,103,000",0,0,0,0,1,0
TÊNHÀNSG SL ĐGIÁ T.TIÊN,0,0,1,0,0,0
0971.1989.604,0,1,0,0,0,0
"37,000",0,0,0,0,1,0
"Frequilasunce 1 80,000 60,000",0,0,0,1,0,0
Ngày: 3005/2017 Giờ 102613,0,1,0,0,0,0
"Trà hương vị sữa. 1 35,000 35,000",0,0,0,1,0,0
HOA DON TAM TINH,0,1,0,0,0,0
"480,000",0,0,0,0,1,0
1 Sữa tươi 1 cốc 100.000 1 100:000,0,0,0,1,0,0
"Bóng nước hồ tay 1 45,000 45,000",0,0,0,1,0,0
Matcha - Ad,0,1,0,0,0,0
THÚC UỎNG,0,0,1,0,0,0
Com suan 4.0,0,0,0,1,0,0
CAFE BIEN GO,1,0,0,0,0,0
"Trà Sữa Tương Đạu 1 60,000 60,000",0,0,0,1,0,0
GIAM% MON 5% .snn,0,0,0,0,1,0
XIN CÁM ƠN HẸN GẶP LẠI,0,0,0,0,0,1
"Trả Sữa Tươi 1 70000 70,000",0,0,0,1,0,0
‘Gold Kiwi,0,0,0,1,0,0
HOA DO'N BAN HANG,0,1,0,0,0,0
"Bia Draught Halds 1 30,000 0 30,000",0,0,0,1,0,0
"ý Tiên mặt. ~ 1,243,925",0,0,0,0,1,0
"GIAM % MON 5 % -7,500",0,0,0,0,1,0
In Luc 17:17,0,1,0,0,0,0
cay,0,0,0,1,0,0
Closed Bill: 20/12/2017 07:10:51 PM,0,1,0,0,0,0
"Bla haineken 3 30,000 80,000",0,0,0,1,0,0
"Hạt hướng dương 2 15,000 30,000",0,0,0,1,0,0
Prawns & pov,0,0,0,1,0,0
TÊN HÀNG SL ĐGIÁ T.TIEN,0,0,1,0,0,0
Address,0,1,0,0,0,0
Hé,0,1,0,0,0,0
"Thăng long. 1 25000 25,000",0,0,0,1,0,0
GST Summary Âmount(RM) - TaxRM),0,0,0,0,1,0
TH 3/83 UNI ( 0.17)=RM 3.83,0,0,0,1,0,0
"Trúng chiến 6 60,000 300/000",0,0,0,1,0,0
IBANK ACC AMBANK 888 100 123 3706,0,1,0,0,0,0
Giỏ vào: 12:11 Giờ ra: 12;11,0,1,0,0,0,0
"Trà Sữa Tươi Đậu 1 70,000 70,003",0,0,0,1,0,0
"1 Salad 150,000 1 150,000",0,0,0,1,0,0
"|->Thạch 2Q + 6000 5,000",0,0,0,1,0,0
TÊN ÊN HÀNG SL  ĐGIÁ TTIỀN,0,0,1,0,0,0
"TIEN MAT, 198,200",0,0,0,0,1,0
540000,0,0,0,0,1,0
Com suong 10 18000 780000,0,0,0,1,0,0
"Canh chủamnghêu. 3 460,000 450,000",0,0,0,1,0,0
CAFE LIEN,1,0,0,0,0,0
B4n tram tam mirot ngan dang?,0,0,0,0,1,0
|->Khoai tây chiên,0,0,0,1,0,0
{Green Tea | 1! 35.000! 35.0001,0,0,0,1,0,0
Total: 9.00,0,0,0,0,1,0
woe chỉn mươi tám ngàn hai trăm.,0,0,0,0,1,0
"21,000",0,0,0,0,1,0
"Hạt Thủy Tiên vị Sung 10,000",0,0,0,1,0,0
Y@30. BK 7W WW LED TRACK LIGHf aN,0,0,0,1,0,0
"181,000",0,0,0,0,1,0
"Magarla  - 1 80,000 40,000",0,0,0,1,0,0
CAFE PON THUY 2,1,0,0,0,0,0
"Tra khách; 65,000",0,0,0,0,1,0
môn-M,0,0,0,1,0,0
"| Trà sữa Vy | 1| 30,000| 30,000",0,0,0,1,0,0
Thuế 0% = 0 VNĐ,0,0,0,0,1,0
Khách hàng,0,1,0,0,0,0
that dẻ,0,0,0,1,0,0
NAMU TEA,1,0,0,0,0,0
Station: CASHIER,0,1,0,0,0,0
I->Khoail tây chiên.,0,0,0,1,0,0
Trà sữa,0,0,0,1,0,0
"Pudding đạu dẻ 1 32000 310,000",0,0,0,1,0,0
"121 - Phở cuốn tôm 1 99,000 0 99,000",0,0,0,1,0,0
Tiên hàng: 95.000,0,0,0,1,0,0
5,0,0,0,1,0,0
"T,GỌNG: 38 1,398,000",0,0,0,0,1,0
"81100 JOHOR BAHRU,",0,1,0,0,0,0
Tel: D8 66 84 1111- 0967041111,0,1,0,0,0,0
"2. Rib steak 380000 1 380,000",0,0,0,1,0,0
0,0,1,0,0,0,0
"| Bia Tiger 3. #3003 0 420,000]",0,0,0,1,0,0
1 Ca phe đá  1 cốc 100.000 100.000,0,0,0,1,0,0
I->Cocacola,0,0,0,1,0,0
"Đĩahoaquàtt 4 420,000 120,000",0,0,0,1,0,0
JOHOR.,0,1,0,0,0,0
KHÁCH HÀNG,0,0,0,0,0,1
BÀN 02,0,1,0,0,0,0
Tên hàng SL THành Tiền,0,0,1,0,0,0
CHANGE  /a 00,0,0,0,0,1,0
2018-05-05 19:01,0,1,0,0,0,0
Prowct Qty U.Price BST,0,0,1,0,0,0
Sub Total,0,0,0,0,1,0
BANK ACC MBB 5128. 4851. 2118,0,1,0,0,0,0
"SUON CHIEN KDO 65, 0U",0,0,0,1,0,0
Khách đưa,0,0,0,0,1,0
STT Thực Đơn ĐVT Đơn giá SL Thành Tiền,0,0,1,0,0,0
HOA DON THANH TOÁN,0,1,0,0,0,0
"Sinh tốt chanh tuyết 2 45,000 90,000",0,0,0,1,0,0
“Vinntaba 1 Chai 90.000 1 90.000,0,0,0,1,0,0
** BAN SAO HOA BON ****,0,1,0,0,0,0
“Giờ vào: 17:17 Giờra: 17:17,0,1,0,0,0,0
Thủ ngân: QUẢNLY,0,0,0,0,0,1
"Tổng: —_ 300,000",0,0,0,0,1,0
47/49 TON DAN F13 Q4 TPHCM,0,1,0,0,0,0
"Goods Sold are not refundable, returnable",0,0,0,0,0,1
"Green Tea | 1| 35,000| 35,000",0,0,0,1,0,0
"Lắc xoáy 5 40,000 200,000",0,0,0,1,0,0
Ban:,0,1,0,0,0,0
Trả lại 103.000,0,0,0,0,1,0
Tra Sữa tươi Ngũ 1 80000 80000,0,0,0,1,0,0
"KHÁCH ĐƯA 350,000.",0,0,0,0,1,0
F7-04 - 36,0,0,0,1,0,0
"Trà xanh 5 30,000 150,000",0,0,0,1,0,0
Cam on Quy Khach. Hen gap lai,0,0,0,0,0,1
DAIE — : 12/28/2017 1:17:32 PR,0,1,0,0,0,0
"Tien 414,000",0,0,0,0,1,0
uv,0,0,0,1,0,0
"Cám ơn quý khách, Hẹn Gặp lại",0,0,0,0,0,1
ĐC: Số 10 Ngõ 78 Lò Đúc - Hai Bà Trưng -,0,1,0,0,0,0
THE OPERA,1,0,0,0,0,0
‘CHANGE: RM ˆ 0.00,0,0,0,0,1,0
ĐT: 0163.897.2711 - 0865.571.195,0,1,0,0,0,0
1 Ca phe nâu  1 cốc 100.000 100.000,0,0,0,1,0,0
"THANH TOÁN: 328,000 VNB",0,0,0,0,1,0
Cashier * MANTIS,0,1,0,0,0,0
87 Trích Sài - Tây Hồ - Hà Nội,0,1,0,0,0,0
4629719,0,1,0,0,0,0
"HỎNG TRÀ - 1 27,000",0,0,0,1,0,0
"""Thu ngần: Administrator",0,1,0,0,0,0
0905 933 159 - 0976 941 404,0,1,0,0,0,0
"}ÈPudding.... 1 5,000.",0,0,0,1,0,0
Jÿ1l3đường 1  g,0,0,0,1,0,0
"Total : 9,00",0,0,0,0,1,0
"Rồng há mềm 4 32,000. 128,000",0,0,0,1,0,0
"Trả khách: 65,000",0,0,0,1,0,0
Thu naan: Thử Ngẩn:,0,0,0,0,0,1
CÁM ƠN QUÝ KHÁCH,0,0,0,0,0,1
Ngoài trời Mã HD ,0,1,0,0,0,0
Hoàn Kiếm - HN,0,1,0,0,0,0
TÊN HÀNG SL GIÁ TIỀN,0,0,1,0,0,0
Trà Sữa Tươi 1 80000 60.000,0,0,0,1,0,0
 STT| MẶT HÀNG | SL | GIÁ | T TIỀN,0,0,1,0,0,0
T.CÔNG,0,0,0,0,1,0
Total Itens =  I.00 -,0,0,0,0,1,0
"TRẢ LẠI 26,000",0,0,0,0,1,0
"Longleiani + 60,000 80,000",0,0,0,1,0,0
BẢN 02,0,1,0,0,0,0
"Hạ Thủy Tiueen Vị Sung 55,000",0,0,0,1,0,0
"""Trả lại 70,000",0,0,0,0,1,0
"TRA THIET 4 30,000",0,0,0,1,0,0
"| GIAMITIEN HB) -10,000.",0,0,0,0,1,0
"Ati ""... 12:88:31, PM",0,1,0,0,0,0
"Cơm cuộncángừ 1.0 60,000 60,000",0,0,0,1,0,0
1; 30.000; 30.000.,0,0,0,1,0,0
"150,000 460,000",0,0,0,1,0,0
CAFE KHOA,1,0,0,0,0,0
"GIAM% MON 5% -1,750.",0,0,0,0,1,0
Thu na&n: Administrator 1n lúc: 14:48,0,1,0,0,0,0
Thu naan: Administrator 1n lúc; 12:13.,0,1,0,0,0,0
"@tv Count : 3,0",0,0,0,0,1,0
"Hướng dương  dĩa 55000 1 55,000",0,0,0,1,0,0
———,0,1,0,0,0,0
"Nước suối 6 40,000 (60,000)",0,0,0,1,0,0
"Tiên mặt 480,000",0,0,0,0,1,0
"131 Bánh xèo size 1 79,000 0 79,000",0,0,0,1,0,0
Đại chỉ: Só 16 - Nguyễn,0,1,0,0,0,0
"89,000",0,0,0,1,0,0
HĐ: 0001,0,1,0,0,0,0
Giảm giá: 0% = 0 VNĐ,0,0,0,0,1,0
|Sitring cake,0,0,0,1,0,0
THANK YOU,0,0,0,0,0,1
là 08. H/,0,0,0,0,1,0
Tổng: 85.000,0,0,0,0,1,0
Ngày 28/112017 Giờ 180415,0,1,0,0,0,0
"44 Dao Duy Tu, Hoan Kiem, Ha Noi Vietnam",0,1,0,0,0,0
J‡l3đường — 10,0,0,0,1,0,0
Bia Tiger Free,0,0,0,1,0,0
"Khách đưa - 1,500,500",0,0,0,0,1,0
GOODS SOLD ARE NOT REFUNDABLE,0,0,0,0,0,1
Í Trả sữa vị,0,0,0,1,0,0
